"","Name","Publisher","Developer","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"6301","Front Mission","Square Enix","Square Enix","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6302","Tropico 3","Kalypso Media","Haemimont","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6303","Boktai 2: Solar Boy Django","Konami Digital Entertainment","KCEJ","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6304","Life is Strange","Square Enix","DONTNOD Entertainment","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6305","Battlezone","Rebellion Developments","Rebellion","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6306","Pro Evolution Soccer 2016","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6307","The Dark Spire","Success","Success","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6308","Teenage Mutant Ninja Turtles: Mutants in Manhattan","Activision","PlatinumGames","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6309","Runaway: A Twist of Fate","Focus Home Interactive","Pendulo Studios","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6310","FlatOut 2","Empire Interactive","Bugbear","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6311","Rogue Trooper","Eidos Interactive","Rebellion","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6312","Backyard Baseball '09","Atari","Humongous Entertainment","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6313","Tom Clancy's HAWX","Ubisoft","Ubisoft Romania","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6314","Enemy Front","Namco Bandai Games","CI Games","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6315","Shantae and the Pirate's Curse","Rising Star Games","WayForward","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6316","Dai Senryaku VII: Modern Military Tactics","Kool Kizz","SystemSoft","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6317","Castle of Shikigami III","PQube","Alfa System","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6318","Nobunaga's Ambition: Sphere of Influence","Tecmo Koei","Koei Tecmo Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6319","FIFA Street 2","Electronic Arts","Exient Entertainment","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6320","City Life: World Edition","Monte Christo Multimedia","Monte Cristo Multimedia","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6321","Corpse Party: Book of Shadows","5pb","5pb","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6322","WarTech: Senko no Ronde","Ubisoft","G.Rev","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6323","IL-2 Sturmovik: 1946","Ubisoft","1C: Maddox Games","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6324","Red Ninja: End of Honor","Vivendi Games","Opus","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6325","Praetorians","Eidos Interactive","Pyro Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6326","Smash Court Tennis 3","Namco Bandai Games","Namco Bandai Games America, Namco Bandai Games","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6327","LEGO Friends","Warner Bros. Interactive Entertainment","Hellbent Games","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6328","SPRay","Tecmo Koei","EKO Software","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6329","Outlaw Tennis","Global Star","Hypnotix","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6330","Brothers: A Tale of Two Sons","505 Games","Starbreeze","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6331","Attack of the Movies 3D","Majesco Entertainment","Panic Button","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios muy bajo","n? cr?ticas usuarios muy bajo"
"6332","Secret Files: Tunguska","DreamCatcher Interactive","Fusionsphere Systems","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6333","NASCAR 07","Electronic Arts","EA Tiburon","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6334","Dance Dance Revolution Disney Mix","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6335","Nitroplus Blasterz: Heroines Infinite Duel","Marvelous Interactive","Examu, Marvelous Inc.","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6336","Thrillville: Off the Rails","LucasArts","DC Studios","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6337","Bloody Roar Extreme","Hudson Soft","Eighting/Raizing","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6338","Clockwork Empires","Unknown","Gaslamp Games","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6339","Split/Second","Disney Interactive Studios","Black Rock Studio","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6340","Resident Evil 6","Capcom","Capcom, QLOC","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6341","Dead Head Fred","D3Publisher","Vicious Cycle","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6342","Ride to Hell","Deep Silver","Eutechnyx, Deep Silver","Puntajes Cr?ticos muy bajo","n? criticas criticos muy bajo","Puntajes usuarios muy bajo","n? cr?ticas usuarios muy bajo"
"6343","Need for Speed: ProStreet","Electronic Arts","EA Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6344","Digimon Rumble Arena 2","Atari","Black Ship Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6345","Gravity Falls: Legend of the Gnome Gemulets","Ubisoft","Ubisoft Osaka","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6346","Rodea the Sky Soldier","Nippon Ichi Software","Prope, Kadokawa","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6347","Hellboy: The Science of Evil","Konami Digital Entertainment","Krome Studios","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6348","The Sims Deluxe","Electronic Arts","Maxis","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6349","LEGO Indiana Jones: The Original Adventures","LucasArts","Traveller's Tales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6350","The Sims 2: Pets","Electronic Arts","Maxis","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6351","Deadliest Warrior: Ancient Combat","Cloud Imperium Games Corporation","Pipeworks Software, Inc.","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6352","The Kore Gang","Flashpoint Games","Snap Dragon Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6353","Rugby Challenge 3","Alternative Software","Wicked Witch Software","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6354","Blood Bowl","Focus Home Interactive","Cyanide","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6355","Port Royale 2","Ascaron Entertainment GmbH","Ascaron Entertainment GmbH","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6356","Star Trek: Shattered Universe","Global Star","Starsphere Interactive","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6357","Company of Heroes: Tales of Valor","THQ","Relic","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6358","Guilty Gear XX Accent Core","505 Games","Arc System Works","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6359","WarJetz","3DO","3DO","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6360","Devil May Cry 4","Capcom","Capcom","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6361","Barnyard","THQ","Blue Tongue Entertainment","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6362","Test Drive: Ferrari Legends","Unknown","Atari, Slightly Mad Studios, Atari SA","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6363","Heroes of Might and Magic V","Ubisoft","Nival Interactive","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6364","Metal Gear Solid: Digital Graphic Novel","Konami Digital Entertainment","Kojima Productions","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6365","Aeon Flux","THQ","Terminal Reality","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6366","Age of Mythology: The Titans","Microsoft Game Studios","Ensemble Studios","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6367","Psycho-Pass: Mandatory Happiness","Nippon Ichi Software","5pb","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6368","Virtua Tennis 4","Sega","Sega","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6369","Shattered Union","Take-Two Interactive","PopTop Software","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6370","GRID","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6371","Unchained Blades","FuRyu","FuRyu","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6372","Terraria","505 Games","Engine Software","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6373","Company of Heroes: Opposing Fronts","THQ","Relic","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6374","NHL Hitz Pro","Unknown","Next Level Games","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6375","Superman: Countdown to Apokolips","Atari","Mistic Software","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6376","Worms 4: Mayhem","Codemasters","Team 17","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6377","Rise of Nations","Microsoft Game Studios","Big Huge Games","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6378","Men of War: Vietnam","Unknown","Best Way","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6379","Imperial Glory","Eidos Interactive","Pyro Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6380","Antz Extreme Racing","Empire Interactive","Empire Interactive","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6381","Samurai Warriors 2: Empires","Tecmo Koei","Omega Force","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6382","Metal Slug XX","DHM Interactive","SNK Playmore","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6383","Patrician IV","Kalypso Media","Gaming Minds Studios","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6384","Fisherman's Challenge","Konami Digital Entertainment","Konami","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6385","Resident Evil: Revelations","Capcom","Capcom","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6386","The Da Vinci Code","Take-Two Interactive","Double Helix Games","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6387","Pure Pinball","XS Games","Iridon Interactive AB","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6388","Headhunter: Redemption","Sega","Amuze","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6389","Dead Rising","Capcom","Capcom","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6390","Grand Theft Auto: Vice City","Take-Two Interactive","Rockstar North","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6391","Surf's Up","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6392","SWAT: Target Liberty","Vivendi Games","3G Studios","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6393","Twin Strike: Operation Thunder","Zoo Games","Naps Team","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6394","CSI: Fatal Conspiracy","Ubisoft","Telltale Games","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6395","Bomberman: Act Zero","Konami Digital Entertainment","Hudson","Puntajes Cr?ticos bajo","n? criticas criticos bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6396","Empire Earth III","Vivendi Games","Mad Doc Software","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6397","Resident Evil: Operation Raccoon City","Capcom","Slant Six","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6398","Dreamfall: The Longest Journey","Empire Interactive","Funcom","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6399","JASF: Jane's Advanced Strike Fighters","Deep Silver","Trickstar Games","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6400","Brothers In Arms DS","Ubisoft","Gameloft","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6401","Colin McRae Rally 3","Codemasters","Codemasters","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6402","TMNT","Ubisoft","Ubisoft Quebec","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6403","Stolen","Hip Interactive","Blue 52","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6404","Stoked: Big Air Edition","Namco Bandai Games","Bongfish","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6405","LEGO Jurassic World","Warner Bros. Interactive Entertainment","TT Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6406","Pro Race Driver","Codemasters","Codemasters","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6407","The Movies","Activision","Lionhead Studios","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6408","FIFA World Cup Germany 2006","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6409","Supreme Commander: Forged Alliance","THQ","Gas Powered Games","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6410","Dragon Ball: Advanced Adventure","Namco Bandai Games","Dimps Corporation","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6411","Lost Planet 3","Capcom","Spark Unlimited","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6412","Echo Night Beyond","Indie Games","From Software","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6413","Meteos: Disney Magic","Disney Interactive Studios","Q Entertainment","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6414","Beyblade Evolution","Rising Star Games","Rising Star Games","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6415","Castlevania: Lords of Shadow 2","Konami Digital Entertainment","Mercury Steam","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6416","Greg Hastings' Tournament Paintball Max'd","Activision","Nightlight Studios","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6417","Halo: Combat Evolved","Microsoft Game Studios","Gearbox Software","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6418","Exist Archive: The Other Side of the Sky","Aksys Games","Tri-Ace","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6419","Little Red Riding Hood's Zombie BBQ","Destineer","EnjoyUp Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6420","Assassin's Creed Chronicles: China","Ubisoft","Climax Group, Climax Studios","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6421","Worms: Ultimate Mayhem","Unknown","Team 17","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6422","Rugby 08","Electronic Arts","EA Canada","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6423","Caesar IV","Vivendi Games","Tilted Mill","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6424","Ferrari Challenge Trofeo Pirelli","System 3 Arcade Software","Eutechnyx","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6425","Cy Girls","Konami Digital Entertainment","KCEJ","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6426","Ray Gigant","Namco Bandai Games","Bandai Namco Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6427","APB Reloaded","Iceberg Interactive","Reloaded Productions, Reloaded Games Inc.","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6428","Bubble Bobble Double Shot","Rising Star Games","Marvelous Entertainment","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6429","Bionicle Heroes","Eidos Interactive","Traveller's Tales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6430","Harry Potter and the Order of the Phoenix","Electronic Arts","EA Games","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6431","C.O.R.E.","Graffiti","NoWay Studio","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6432","Chaos Wars","Idea Factory","Idea Factory","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6433","Steambot Chronicles","505 Games","Irem","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6434","Scaler","Take-Two Interactive","Artificial Mind and Movement","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6435","Scarface: The World is Yours","Vivendi Games","Radical Entertainment","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6436","Legasista","Nippon Ichi Software","System Prisma","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6437","Fatal Fury: Battle Archives Volume 1","Ignition Entertainment","SNK Playmore","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6438","Harry Potter and the Prisoner of Azkaban","Electronic Arts","KnowWonder","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6439","OutRun 2006: Coast 2 Coast","Sega","Sumo Digital","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6440","Without Warning","Capcom","CiRCLE","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6441","Napoleon Dynamite: The Game","Crave Entertainment","7 Studios","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"6442","Saints Row 2","THQ","Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6443","Trine 2","Focus Home Interactive","Frozenbyte, Inc.","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6444","Teenage Zombies: Invasion of the Alien Brain Thingys","Ignition Entertainment","InLight Entertainment","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6445","Homefront: The Revolution","Deep Silver","Deep Silver Dambuster Studios","Puntajes Cr?ticos intermedio","n? criticas criticos intermedio","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"6446","RLH: Run Like Hell","Avalon Interactive","Digital Mayhem","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6447","Obscure","MC2 Entertainment","Hydravision","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"6448","Just Dance 2017","Ubisoft","Ubisoft Paris","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6449","Stranger of Sword City","Nippon Ichi Software","Experience Inc.","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"6450","World of Goo","2D Boy","2D Boy","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
