"","Name","Publisher","Developer","Puntajes Cr?ticos","Puntajes usuarios"
"226","Big Brain Academy: Wii Degree","Nintendo","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"227","LEGO Indiana Jones: The Original Adventures","Activision","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"228","The Sims: Unleashed","Electronic Arts","Maxis","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"229","Harry Potter and the Sorcerer's Stone","Electronic Arts","Argonaut Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"230","Super Paper Mario","Nintendo","Intelligent Systems","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"231","Spyro: Year of the Dragon","Sony Computer Entertainment","Insomniac Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"232","Assassin's Creed IV: Black Flag","Ubisoft","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"233","FIFA Soccer 2005","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"234","Tony Hawk's Pro Skater 4","Activision","Neversoft Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"235","MySims","Electronic Arts","TOSE","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"236","Midnight Club 3: DUB Edition","Take-Two Interactive","Rockstar Leeds","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"237","SOCOM: U.S. Navy SEALs","Sony Computer Entertainment","Zipper Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"238","Jak and Daxter: The Precursor Legacy","Sony Computer Entertainment","Naughty Dog","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"239","Pro Evolution Soccer 2008","Konami Digital Entertainment","Konami","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"240","Resident Evil 4","Capcom","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"241","Guitar Hero: World Tour","Activision","Vicarious Visions","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"242","FIFA Soccer 10","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"243","Star Wars: Battlefront","LucasArts","Pandemic Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"244","The Simpsons: Road Rage","Electronic Arts","Fox Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"245","Luigi's Mansion","Nintendo","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"246","Battlefield 4","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"247","Star Wars: Battlefront II","LucasArts","Pandemic Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"248","Cooking Mama 2: Dinner With Friends","505 Games","Office Create","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"249","Grand Theft Auto: Liberty City Stories","Take-Two Interactive","Rockstar Leeds","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"250","The Getaway","Sony Computer Entertainment","Team Soho","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"251","James Bond 007: Agent Under Fire","Electronic Arts","EA Redwood Shores","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"252","FIFA Soccer 11","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"253","Left 4 Dead","Electronic Arts","Certain Affinity","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"254","Assassin's Creed: Unity","Ubisoft","Ubisoft, Ubisoft Montreal","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"255","Resident Evil 5","Capcom","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"256","Assassin's Creed: Brotherhood","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"257","FIFA Soccer 2004","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"258","Battlefield 4","Electronic Arts","EA DICE","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"259","Batman: Arkham Asylum","Eidos Interactive","Rocksteady Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"260","Battlefield 4","Electronic Arts","EA DICE","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"261","Battlefield: Bad Company 2","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"262","Guitar Hero: On Tour","Activision","Vicarious Visions","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"263","Clubhouse Games","Nintendo","Agenda","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"264","Borderlands","Take-Two Interactive","Gearbox Software","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"265","Tekken 4","Namco Bandai Games","Namco","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"266","Grand Theft Auto 2","Take-Two Interactive","DMA Design","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"267","Metal Gear Solid V: The Phantom Pain","Konami Digital Entertainment","Kojima Productions, Moby Dick Studio","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"268","Spider-Man 2","Activision","Treyarch","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"269","FIFA Soccer 2003","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"270","LittleBigPlanet 2","Sony Computer Entertainment","Media Molecule","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"271","Crash Bash","Sony Computer Entertainment","Eurocom Entertainment Software","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"272","Assassin's Creed Syndicate","Ubisoft","Ubisoft Quebec","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"273","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"274","Destiny","Activision","Bungie Software, Bungie","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"275","Far Cry 3","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"276","James Bond 007: Nightfire","Electronic Arts","Eurocom Entertainment Software","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"277","Star Wars Episode III: Revenge of the Sith","LucasArts","Double Helix Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"278","The Legend of Zelda: Spirit Tracks","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"279","Max Payne","Take-Two Interactive","Rockstar Toronto","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"280","Assassin's Creed IV: Black Flag","Ubisoft","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"281","The Lord of the Rings: The Return of the King","Electronic Arts","EA Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"282","Gears of War: Ultimate Edition","Microsoft Game Studios","Splash Damage, The Coalition","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"283","True Crime: Streets of LA","Activision","Luxoflux, Inc.","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"284","Professor Layton and the Unwound Future","Nintendo","Level 5","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"285","FIFA 16","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"286","Wii Music","Nintendo","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"287","Madden NFL 16","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"288","Gran Turismo 6","Sony Computer Entertainment","Polyphony Digital","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"289","Halo: The Master Chief Collection","Microsoft Game Studios","343 Industries","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"290","Super Mario Maker","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"291","God of War: Chains of Olympus","Sony Computer Entertainment","Ready at Dawn","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"292","Enter the Matrix","Atari","Shiny Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"293","Crisis Core: Final Fantasy VII","Square Enix","Square Enix","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"294","Dance Central","MTV Games","Harmonix Music Systems","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"295","L.A. Noire","Take-Two Interactive","Team Bondi","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"296","Ace Combat 04: Shattered Skies","Sony Computer Entertainment Europe","Namco","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"297","Animal Crossing","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"298","FIFA Soccer 08","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"299","Spider-Man","Activision","Neversoft Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"300","Mario Party 9","Nintendo","Nd Cube","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"301","Sonic Rush","Sega","Dimps Corporation, Sonic Team","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"302","Rhythm Heaven","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"303","Fallout: New Vegas","Bethesda Softworks","Obsidian Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"304","Personal Trainer: Cooking","Nintendo","Indies Zero","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"305","The Elder Scrolls IV: Oblivion","Ubisoft","4J Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"306","The Legend of Zelda: A Link Between Worlds","Nintendo","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"307","Resident Evil 6","Capcom","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"308","Mass Effect 2","Electronic Arts","BioWare","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"309","Dragon Ball Z: Budokai","Atari","Dimps Corporation","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"310","Madden NFL 2002","Electronic Arts","EA Sports","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"311","The Sims: Vacation","Electronic Arts","Maxis","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"312","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","Traveller's Tales","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"313","Animal Crossing: Happy Home Designer","Nintendo","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"314","The Sims 4","Electronic Arts","Maxis","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"315","Borderlands 2","Take-Two Interactive","Gearbox Software","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"316","LEGO Batman: The Videogame","Warner Bros. Interactive Entertainment","TT Fusion","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"317","Kung Fu Panda","Activision","Luxoflux, Inc.","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"318","Mass Effect 3","Electronic Arts","BioWare","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"319","Heavy Rain","Sony Computer Entertainment","Quantic Dream","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"320","Saints Row 2","THQ","Volition Inc.","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"321","Tom Clancy's Splinter Cell","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"322","FIFA 14","Electronic Arts","EA Canada","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"323","Killzone 2","Sony Computer Entertainment","Guerrilla","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"324","Far Cry 3","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"325","Epic Mickey","Disney Interactive Studios","Junction Point","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"326","NBA 2K13","Take-Two Interactive","Visual Concepts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"327","Dragon Ball Z: Budokai Tenkaichi 3","Atari","Spike, Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"328","The Sims: Livin Large","Electronic Arts","Maxis","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"329","World Soccer Winning Eleven 6 International","Konami Digital Entertainment","KCET","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"330","Devil May Cry","Capcom","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"331","Star Wars: The Old Republic","Electronic Arts","LucasArts, BioWare","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"332","Middle-Earth: Shadow of Mordor","Warner Bros. Interactive Entertainment","Monolith Productions","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"333","Sonic Heroes","Sega","Sonic Team","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"334","Hitman 2: Silent Assassin","Eidos Interactive","Io Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"335","Titanfall","Electronic Arts","Respawn Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"336","Battlefield: Bad Company 2","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"337","SOCOM II: U.S. Navy SEALs","Sony Computer Entertainment","Zipper Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"338","Pac-Man Collection","Atari","Mass Media","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"339","Street Fighter IV","Capcom","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"340","inFAMOUS","Sony Computer Entertainment","Sucker Punch","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"341","Kirby Super Star Ultra","Nintendo","HAL Labs","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"342","Call of Duty: Ghosts","Activision","Infinity Ward","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"343","Mass Effect","Microsoft Game Studios","BioWare","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"344","Sonic Mega Collection Plus","Sega","Sonic Team","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"345","World Soccer Winning Eleven 7 International","Konami Digital Entertainment","KCET","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"346","Sega Superstars Tennis","Sega","Sumo Digital","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"347","Hot Shots Golf 3","Sony Computer Entertainment","Clap Hanz","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"348","Cooking Mama: Cook Off","505 Games","OfficeCreate","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"349","Call of Duty: Finest Hour","Activision","Spark Unlimited","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"350","WarioWare: Smooth Moves","Nintendo","Intelligent Systems","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"351","Madden NFL 13","Electronic Arts","EA Tiburon","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"352","The Elder Scrolls III: Morrowind","Ubisoft","Bethesda Softworks","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"353","Assassin's Creed IV: Black Flag","Ubisoft","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"354","Mortal Kombat","Warner Bros. Interactive Entertainment","NetherRealm Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"355","Madden NFL 10","Electronic Arts","EA Tiburon","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"356","BioShock","Take-Two Interactive","Irrational Games, 2K Marin","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"357","Metroid Prime","Nintendo","Retro Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"358","Assassin's Creed: Brotherhood","Ubisoft","Ubisoft Montreal","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"359","Medal of Honor","Electronic Arts","EA DICE, Danger Close","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"360","inFAMOUS: Second Son","Sony Computer Entertainment","Sucker Punch","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"361","NBA Street","Electronic Arts","NuFX","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"362","Jak II","Sony Computer Entertainment","Naughty Dog","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"363","Need for Speed: Hot Pursuit","Electronic Arts","Criterion Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"364","Skylanders: Spyro's Adventure","Activision","Toys for Bob","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"365","Battlefield 3","Electronic Arts","EA DICE","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"366","Mortal Kombat X","Warner Bros. Interactive Entertainment","Warner Bros. Interactive Entertainment, NetherRealm Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"367","The Sims","Electronic Arts","Edge of Reality","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"368","Killzone 3","Sony Computer Entertainment","Guerrilla","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"369","Star Wars: The Force Unleashed","LucasArts","LucasArts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"370","Yoshi's Island DS","Nintendo","Artoon","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"371","Saints Row: The Third","THQ","Volition Inc.","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"372","Tekken 6","Namco Bandai Games","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"373","Sonic and the Secret Rings","Sega","Sonic Team","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"374","The Legend of Zelda: A Link to the Past","Nintendo","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"375","Onimusha: Warlords","Virgin Interactive","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"376","L.A. Noire","Take-Two Interactive","Team Bondi","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"377","Call of Duty 3","Activision","Treyarch","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"378","Madden NFL 12","Electronic Arts","EA Tiburon","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"379","LEGO Star Wars II: The Original Trilogy","LucasArts","Traveller's Tales","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"380","Killzone: Shadow Fall","Sony Computer Entertainment","Guerrilla","Puntajes Cr?ticos alto","Puntajes usuarios alto"
